Post URL,User,Author Name,Likes,Views,Shares,Comments,Comments Data,Caption,HashTags,Music,Date Posted,Date Collected
https://www.tiktok.com/@jaadiee/7198199504405843205,jaadiee,Jaadiee,14600000,105300000,338200,114200,"['this world finna end', 'Gramps got it']",Replying to @Big T. Styling the Big Red Boot 🅱️🥵👴🏻 ,#gramps #bigredboot #mschf #streetwear #fashion #styling #outfit #astroboy ,HOTEL LOBBY (Unc & Phew),2/9/2023 16:50,11/18/2023 18:04
https://www.tiktok.com/@_valentinemoon_/7017520592807103749,_valentinemoon_,Rosie Somerville,12400000,94900000,82600,76500,"['imagine having to use the bathroom right when u get ready 😭', 'I love it and that is a LOT of layers']",Thank you sm for letting me know  my videos are being stolen! I have reported them so hopefully they get taken down ❤️ ,#disney #sewing #fashion #diy,"Try Everything (From ""Zootopia"")",10/10/2021 19:23,11/18/2023 18:04
https://www.tiktok.com/@quentaloup/7248033321270136070,quentaloup,Quentaloup,11000000,56900000,84300,53600,"['CONAN GRAY VIBES', 'CONAN GRAY WOULD WEAR THIS']",❤️ so proud of this project !  ,#craft #fashion #diy #beadedjewelry  ,Attention,6/23/2023 23:51,11/18/2023 18:04
https://www.tiktok.com/@gioz111/7130344602581650693,gioz111,GIO,10300000,70000000,13000,12800,"['in ""Cruella"" am i the only One who noticed That Christina Ricci looks the same in Wednesday?', 'Dubai luxury lady vibes']",Cruella hace un vestido con capullos de polillas ,#parati #cruella #polilla #dress #fashion #disney #diseñodemoda #emmastone,Love You So,8/10/2022 20:18,11/18/2023 18:04
https://www.tiktok.com/@jaadiee/6865297338781519110,jaadiee,Jaadiee,9800000,61300000,189300,61700,"['Dripppy drip', 'To be honest I just want likes']",Grateful Gramps 👴🏻💛 ,#gramps #opa #streetwear #fashion #drake #mode #makeover,Know Yourself,8/26/2020 14:20,11/18/2023 18:04
https://www.tiktok.com/@nickelodeon/6939314340780625158,nickelodeon,Nickelodeon,9700000,56700000,179400,98000,"['@chl003_ I', 'Oh she is still alive ??😮']",slime looks good on ya @charlidamelio 💚 ,#kca #slime #charlidamelio #surprise #fashion #slimed,original sound,3/14/2021 1:23,11/18/2023 18:04
https://www.tiktok.com/@jaadiee/7199683549602073862,jaadiee,Jaadiee,9300000,48300000,257800,78700,"['Wish she would stop playing so we could do this fr', 'this is the cutest thing ever😘']",Ready for their date 🥹💐  ,#grwm #valentinesday #vday #date #gramps #grandparents #fashion #streetwear #style ,Love songX,2/13/2023 16:49,11/18/2023 18:04
https://www.tiktok.com/@hahahallberg/7204888387323530501,hahahallberg,Daniel Hallberg,8900000,124100000,60300,30900,"['LMAOO IM SO CONFUSED ???? WHAT IS HAPPENING', ""omg I'd fall for sure""]",@AVAVAV Fashion Show  ,#milanfashionweek #fail #fashionfail #fashionweek #funny #lol #fashion ,Benny Hill Theme,2/27/2023 17:26,11/18/2023 18:04
https://www.tiktok.com/@deannagiulietti/6916914133887716613,deannagiulietti,Deanna Giulietti,8000000,44300000,12900,15300,"['that blue looks amazing on you!!', 'I think it looked better before she fixed it']",She is righting her wrongs. ,#ootd #gown #dress #designer #love #laugh #comedy #jokes #happy #model #happy #goodvibes  #fashion,original sound,1/12/2021 16:39,11/18/2023 18:04
https://www.tiktok.com/@crescentshay/6930038872109812998,crescentshay,Shay,7800000,34300000,50900,68800,"['@mysticc_clouddx yuppie she making my future dresses this is nice', 'CAN I BUY IT FROM YOU??!!!']","🐸 making a frog dress 🐸 (this is part 1, the base dress. part 2 will have the coat!) ",#frogtok #fashion #diy #frog,Campus,2/17/2021 1:30,11/18/2023 18:04
https://www.tiktok.com/@luv_cheeds/7255823289430412586,luv_cheeds,Stitch Demon,6900000,36200000,146600,50700,"['baggiest atlanta fit', 'bros homefull']",,#stitch with @FITXFEARLESS i cant feel my bottom half hut at least i dont look homeless #fyp#viral#homeless#classy#fashion,original sound,7/14/2023 23:40,11/18/2023 18:04
https://www.tiktok.com/@mood_m1221/6978365096766508294,mood_m1221,Mood,6600000,36900000,119900,149200,"['i’m sorry but it’s the fact that she continued tripping that made me laugh😭', 'omg I feel so bad for her\nshe must feel so embarrassed']","The sad thing about the fashion runway, this girl suffered😔 ",#runway #sadgirl #sad #model #foryou #supermodel #design #pfw #fashion,billie eilish bellyache slowed reverb,6/27/2021 7:00,11/18/2023 18:04
https://www.tiktok.com/@ceci.monge/6964798580116688134,ceci.monge,Ceci.monge,6500000,23100000,82100,118400,"['Do better @converse and PAY UP', ""if I'm honest, it was probably someone in the company who saw your ideas and then used them as their idea and no one else knew. It's awful either way""]",Ouch @converse ,#internship #design #smalldesigner #plzstopstealing #fashion #TWDSurvivalChallenge #fyp,original sound,5/21/2021 17:35,11/18/2023 18:04
https://www.tiktok.com/@iconic_modelss/7148142149866097926,iconic_modelss,MODELS,6400000,29300000,13800,16400,"['Can you make one of Guo Pei please? 🥰', 'This is ART literally masterpieces ✨']",Schiaparelli by Daniel Roseberry | ,#schiaparelli #danielroseberry #fashion ,original sound,9/27/2022 19:22,11/18/2023 18:04
https://www.tiktok.com/@coristrike/7127803333208968494,coristrike,Cori Strike,6400000,28800000,60000,42800,"['Can someone please explain to me how this is physically possible', 'I need to find onceler rn']",@rachleahx is gonna eat this up 💀,#PostitAffirmations #fashion #ootd #styling #thneed,How Bad Can I Be?,8/3/2022 23:57,11/18/2023 18:04
https://www.tiktok.com/@farrisfilms/7082392210632723754,farrisfilms,FarrisFilms,6300000,41200000,30200,33900,"['Me when I type “lmfao”', 'I thought he was gonna smirk 😭']",You barely get wet on this ride 😐 @thatstraightfaceguy ,#fyp #foryou #AFairShotWithBlock #fashion #lifeadvice,original sound,4/3/2022 14:58,11/18/2023 18:04
https://www.tiktok.com/@vivacious.honey/7029001518082936111,vivacious.honey,Vanessa Chen,6100000,55900000,35200,15800,"['Day', 'Night']",Team DAY or NIGHT? ☀️🌙 OUTFITS ON MY LTK ‼️ ,#fyp #foryou #fashiontok #inspo #aesthetic #fashion #ootd #outfit #style #fallfashion #winterfashion,SAD GIRLZ LUV MONEY - Remix,11/10/2021 17:55,11/18/2023 18:04
https://www.tiktok.com/@dymon98/6994074972683603205,dymon98,Dymon💎,6000000,19300000,83700,79000,"['imagine trying to match your outfits with your hair everyday', 'is it like hairspray or does he dye his hair everyday']",Why be like everyone else? ,#haircut  #fypage #fashion #glowup,TYSM FOR USING THIS SOUND,8/8/2021 15:02,11/18/2023 18:04
https://www.tiktok.com/@denisemmercedes/6798575975421463814,denisemmercedes,Denise Mercedes,6000000,37600000,56700,33200,"['people don\'t understand that the point is style not size, it doesn\'t matter what size you are you can rock it. it\'s not about ""who wore it best""', 'wouwww both of you are beautifull 🥰']","My mini series with my bff @mariacastellanos_ri called “Style, Not Size”! Looks from ","#Zara Which outfit was your fav? 1, 2, or 3?! #fashion",Say So,2/28/2020 19:07,11/18/2023 18:04
https://www.tiktok.com/@crescentshay/6913715799643639045,crescentshay,Shay,5900000,22100000,83700,61700,"['ngl, I was a bit burnt out after the social distancing dress - I’ll be back to bigger projects, but this little dress was a well needed break 😌💛', 'omggggg i would murder for a chance to wear a dress like that']",making my dream cottagecore dress (aka my daisy dress 🌼) - inspired by the strawberry dress! ,#diy #fashion #cottagecore #strawberrydress,Line Without a Hook,1/4/2021 1:48,11/18/2023 18:04
https://www.tiktok.com/@sh1ryinyin/6847003743809015046,sh1ryinyin,Sh1ryinyin,5900000,43800000,272100,71600,"['Is it just me or are they FREAKINF TALL?? And damnn let me leave The Netherlands asap😔', 'oh to be ✨s k i n n y✨']",Take me back to China😫 ,#fashion #streetwear #xyzbca,How You Like That,7/8/2020 7:11,11/18/2023 18:04
https://www.tiktok.com/@crescentshay/6884764760387128582,crescentshay,Shay,5900000,31100000,19100,25500,"['This will go down in history', 'You should attach a tube to a shoe and attach the other end to the Tubes! So when you walk it pushes it foreword! It will make it easier to walk!🥺😅']","making a 12ft social distancing dress - part 1: the hoopskirt! part 2 is going to be the overskirt, bodice, and a matching mask! 💕 ",#diy #fashion,You Know It,10/18/2020 1:24,11/18/2023 18:04
https://www.tiktok.com/@elf3141592/7084799954362944773,elf3141592,ELF3141592,5800000,53600000,36700,32500,"['The :poser😁\ncamera memory-💀💀💀', 'Can we see reults?']",Can you learn these moves?,#pose #fashion #uktiktok #photo #fyp,original sound,4/10/2022 2:42,11/18/2023 18:04
https://www.tiktok.com/@annavgantt/7021248231778585862,annavgantt,Anna Gantt,5800000,32700000,59400,76900,"['It’s crazy bc realistically your size is the beauty standard, casting directors stuck in the 2000’s', 'BOOSTING THIS']",Welcome to the reality of modeling in NYC. I'm so crushed. ,#fyp #nyc #modeling #fashion #model #nyclife,original sound,10/20/2021 20:29,11/18/2023 18:04
